1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.46,0.65,0.17,0.61,0.61,0.33,0.39,0.28,0.28,0.36,0.57,0.26,0.25,0.32,0.12,0.25,0.19,0.13,0.65,0.78,0.62,0.67,0.37,0.86
0.46,0.0,0.29,0.34,1.0,0.66,0.38,0.8,0.72,0.2,0.18,0.44,0.72,0.34,0.56,0.44,0.32,0.46,0.37,0.47,0.71,0.71,0.73,0.68,0.85
0.65,0.29,0.0,0.59,1.06,0.55,0.4,0.9,0.86,0.38,0.29,0.29,0.91,0.43,0.6,0.58,0.43,0.56,0.53,0.26,0.51,0.61,0.61,0.73,0.66
0.17,0.34,0.59,0.0,0.77,0.69,0.38,0.56,0.44,0.21,0.31,0.58,0.4,0.28,0.44,0.24,0.27,0.3,0.19,0.66,0.83,0.71,0.76,0.52,0.93
0.61,1.0,1.06,0.77,0.0,0.64,0.66,0.21,0.35,0.8,0.83,0.82,0.48,0.67,0.47,0.56,0.68,0.54,0.64,0.91,0.84,0.59,0.64,0.33,0.82
0.61,0.66,0.55,0.69,0.64,0.0,0.32,0.57,0.63,0.54,0.49,0.26,0.76,0.41,0.31,0.49,0.43,0.42,0.51,0.31,0.21,0.07,0.07,0.37,0.25
0.33,0.38,0.4,0.38,0.66,0.32,0.0,0.5,0.47,0.22,0.19,0.24,0.55,0.1,0.2,0.22,0.11,0.17,0.21,0.33,0.45,0.36,0.39,0.33,0.56
0.39,0.8,0.9,0.56,0.21,0.57,0.5,0.0,0.14,0.6,0.65,0.69,0.3,0.48,0.31,0.36,0.49,0.35,0.43,0.79,0.78,0.54,0.59,0.2,0.79
0.28,0.72,0.86,0.44,0.35,0.63,0.47,0.14,0.0,0.52,0.59,0.7,0.16,0.43,0.33,0.29,0.44,0.3,0.35,0.79,0.83,0.61,0.66,0.27,0.86
0.28,0.2,0.38,0.21,0.8,0.54,0.22,0.6,0.52,0.0,0.1,0.39,0.54,0.15,0.37,0.24,0.13,0.26,0.17,0.45,0.64,0.57,0.61,0.49,0.76
0.36,0.18,0.29,0.31,0.83,0.49,0.19,0.65,0.59,0.1,0.0,0.3,0.62,0.17,0.38,0.3,0.15,0.3,0.24,0.36,0.57,0.53,0.56,0.51,0.69
0.57,0.44,0.29,0.58,0.82,0.26,0.24,0.69,0.7,0.39,0.3,0.0,0.79,0.32,0.38,0.46,0.33,0.41,0.44,0.09,0.27,0.32,0.32,0.5,0.41
0.26,0.72,0.91,0.4,0.48,0.76,0.55,0.3,0.16,0.54,0.62,0.79,0.0,0.49,0.45,0.33,0.49,0.38,0.38,0.88,0.95,0.74,0.8,0.41,1.0
0.25,0.34,0.43,0.28,0.67,0.41,0.1,0.48,0.43,0.15,0.17,0.32,0.49,0.0,0.22,0.15,0.02,0.13,0.12,0.41,0.55,0.44,0.48,0.35,0.65
0.32,0.56,0.6,0.44,0.47,0.31,0.2,0.31,0.33,0.37,0.38,0.38,0.45,0.22,0.0,0.2,0.24,0.14,0.25,0.47,0.51,0.31,0.36,0.13,0.56
0.12,0.44,0.58,0.24,0.56,0.49,0.22,0.36,0.29,0.24,0.3,0.46,0.33,0.15,0.2,0.0,0.16,0.07,0.07,0.55,0.66,0.5,0.55,0.28,0.73
0.25,0.32,0.43,0.27,0.68,0.43,0.11,0.49,0.44,0.13,0.15,0.33,0.49,0.02,0.24,0.16,0.0,0.14,0.11,0.41,0.56,0.46,0.5,0.36,0.66
0.19,0.46,0.56,0.3,0.54,0.42,0.17,0.35,0.3,0.26,0.3,0.41,0.38,0.13,0.14,0.07,0.14,0.0,0.12,0.5,0.59,0.43,0.48,0.23,0.67
0.13,0.37,0.53,0.19,0.64,0.51,0.21,0.43,0.35,0.17,0.24,0.44,0.38,0.12,0.25,0.07,0.11,0.12,0.0,0.52,0.66,0.52,0.57,0.35,0.75
0.65,0.47,0.26,0.66,0.91,0.31,0.33,0.79,0.79,0.45,0.36,0.09,0.88,0.41,0.47,0.55,0.41,0.5,0.52,0.0,0.26,0.38,0.37,0.59,0.41
0.78,0.71,0.51,0.83,0.84,0.21,0.45,0.78,0.83,0.64,0.57,0.27,0.95,0.55,0.51,0.66,0.56,0.59,0.66,0.26,0.0,0.25,0.21,0.58,0.15
0.62,0.71,0.61,0.71,0.59,0.07,0.36,0.54,0.61,0.57,0.53,0.32,0.74,0.44,0.31,0.5,0.46,0.43,0.52,0.38,0.25,0.0,0.06,0.34,0.26
0.67,0.73,0.61,0.76,0.64,0.07,0.39,0.59,0.66,0.61,0.56,0.32,0.8,0.48,0.36,0.55,0.5,0.48,0.57,0.37,0.21,0.06,0.0,0.4,0.2
0.37,0.68,0.73,0.52,0.33,0.37,0.33,0.2,0.27,0.49,0.51,0.5,0.41,0.35,0.13,0.28,0.36,0.23,0.35,0.59,0.58,0.34,0.4,0.0,0.6
0.86,0.85,0.66,0.93,0.82,0.25,0.56,0.79,0.86,0.76,0.69,0.41,1.0,0.65,0.56,0.73,0.66,0.67,0.75,0.41,0.15,0.26,0.2,0.6,0.0
