1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.51,0.6,0.75,0.57,0.4,0.47,0.31,0.28,0.62,0.22,0.32,0.42,0.85,0.42,0.78,0.86,0.57,0.08,0.21,0.61,0.53,0.6,0.65,0.49
0.51,0.0,0.19,0.27,0.32,0.21,0.07,0.24,0.66,0.42,0.57,0.44,0.62,0.78,0.19,0.35,0.76,0.19,0.45,0.48,0.3,0.28,0.78,0.3,0.91
0.6,0.19,0.0,0.16,0.17,0.2,0.17,0.29,0.67,0.27,0.71,0.42,0.58,0.62,0.37,0.19,0.6,0.36,0.53,0.63,0.13,0.15,0.71,0.11,0.92
0.75,0.27,0.16,0.0,0.31,0.37,0.29,0.45,0.84,0.39,0.84,0.58,0.74,0.72,0.45,0.12,0.69,0.39,0.68,0.75,0.25,0.31,0.86,0.22,1.08
0.57,0.32,0.17,0.31,0.0,0.19,0.27,0.29,0.57,0.11,0.73,0.31,0.44,0.46,0.47,0.26,0.45,0.5,0.5,0.66,0.06,0.04,0.55,0.1,0.8
0.4,0.21,0.2,0.37,0.19,0.0,0.14,0.1,0.48,0.28,0.54,0.23,0.41,0.61,0.31,0.38,0.6,0.38,0.33,0.47,0.21,0.15,0.58,0.24,0.72
0.47,0.07,0.17,0.29,0.27,0.14,0.0,0.18,0.6,0.37,0.55,0.37,0.56,0.72,0.21,0.35,0.71,0.24,0.4,0.47,0.26,0.23,0.72,0.27,0.85
0.31,0.24,0.29,0.45,0.29,0.1,0.18,0.0,0.42,0.36,0.45,0.22,0.4,0.67,0.27,0.48,0.67,0.37,0.24,0.37,0.31,0.24,0.58,0.34,0.67
0.28,0.66,0.67,0.84,0.57,0.48,0.6,0.42,0.0,0.58,0.49,0.26,0.22,0.68,0.64,0.83,0.71,0.77,0.26,0.49,0.63,0.55,0.36,0.67,0.25
0.62,0.42,0.27,0.39,0.11,0.28,0.37,0.36,0.58,0.0,0.8,0.32,0.41,0.35,0.57,0.31,0.34,0.61,0.54,0.73,0.14,0.15,0.49,0.17,0.78
0.22,0.57,0.71,0.84,0.73,0.54,0.55,0.45,0.49,0.8,0.0,0.53,0.65,1.06,0.42,0.9,1.07,0.55,0.28,0.09,0.75,0.69,0.83,0.78,0.67
0.32,0.44,0.42,0.58,0.31,0.23,0.37,0.22,0.26,0.32,0.53,0.0,0.19,0.53,0.48,0.57,0.54,0.59,0.25,0.49,0.36,0.29,0.37,0.4,0.5
0.42,0.62,0.58,0.74,0.44,0.41,0.56,0.4,0.22,0.41,0.65,0.19,0.0,0.47,0.67,0.7,0.49,0.78,0.37,0.62,0.5,0.43,0.19,0.54,0.37
0.85,0.78,0.62,0.72,0.46,0.61,0.72,0.67,0.68,0.35,1.06,0.53,0.47,0.0,0.91,0.61,0.04,0.96,0.78,1.01,0.49,0.5,0.4,0.51,0.79
0.42,0.19,0.37,0.45,0.47,0.31,0.21,0.27,0.64,0.57,0.42,0.48,0.67,0.91,0.0,0.54,0.91,0.14,0.39,0.33,0.47,0.43,0.85,0.48,0.89
0.78,0.35,0.19,0.12,0.26,0.38,0.35,0.48,0.83,0.31,0.9,0.57,0.7,0.61,0.54,0.0,0.58,0.5,0.71,0.82,0.21,0.28,0.8,0.16,1.06
0.86,0.76,0.6,0.69,0.45,0.6,0.71,0.67,0.71,0.34,1.07,0.54,0.49,0.04,0.91,0.58,0.0,0.95,0.79,1.01,0.47,0.48,0.43,0.49,0.82
0.57,0.19,0.36,0.39,0.5,0.38,0.24,0.37,0.77,0.61,0.55,0.59,0.78,0.96,0.14,0.5,0.95,0.0,0.53,0.47,0.48,0.47,0.95,0.48,1.02
0.08,0.45,0.53,0.68,0.5,0.33,0.4,0.24,0.26,0.54,0.28,0.25,0.37,0.78,0.39,0.71,0.79,0.53,0.0,0.25,0.53,0.46,0.56,0.57,0.5
0.21,0.48,0.63,0.75,0.66,0.47,0.47,0.37,0.49,0.73,0.09,0.49,0.62,1.01,0.33,0.82,1.01,0.47,0.25,0.0,0.68,0.61,0.8,0.7,0.69
0.61,0.3,0.13,0.25,0.06,0.21,0.26,0.31,0.63,0.14,0.75,0.36,0.5,0.49,0.47,0.21,0.47,0.48,0.53,0.68,0.0,0.08,0.61,0.04,0.85
0.53,0.28,0.15,0.31,0.04,0.15,0.23,0.24,0.55,0.15,0.69,0.29,0.43,0.5,0.43,0.28,0.48,0.47,0.46,0.61,0.08,0.0,0.56,0.12,0.78
0.6,0.78,0.71,0.86,0.55,0.58,0.72,0.58,0.36,0.49,0.83,0.37,0.19,0.4,0.85,0.8,0.43,0.95,0.56,0.8,0.61,0.56,0.0,0.65,0.4
0.65,0.3,0.11,0.22,0.1,0.24,0.27,0.34,0.67,0.17,0.78,0.4,0.54,0.51,0.48,0.16,0.49,0.48,0.57,0.7,0.04,0.12,0.65,0.0,0.9
0.49,0.91,0.92,1.08,0.8,0.72,0.85,0.67,0.25,0.78,0.67,0.5,0.37,0.79,0.89,1.06,0.82,1.02,0.5,0.69,0.85,0.78,0.4,0.9,0.0
