1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.54,0.13,0.1,0.52,0.77,0.36,0.56,0.76,0.42,0.33,0.02,0.2,0.5,0.82,0.85,0.11,0.6,0.56,0.44,0.83,0.57,0.82,0.77,0.24
0.54,0.0,0.59,0.61,0.06,0.23,0.39,0.46,0.23,0.8,0.21,0.52,0.45,0.05,0.36,0.43,0.45,0.06,0.8,0.4,0.39,0.18,0.55,0.51,0.58
0.13,0.59,0.0,0.06,0.57,0.81,0.48,0.68,0.81,0.52,0.39,0.14,0.17,0.55,0.83,0.95,0.15,0.66,0.68,0.56,0.93,0.66,0.93,0.88,0.13
0.1,0.61,0.06,0.0,0.59,0.84,0.46,0.66,0.84,0.46,0.41,0.11,0.22,0.57,0.87,0.95,0.16,0.67,0.63,0.54,0.93,0.66,0.92,0.87,0.19
0.52,0.06,0.57,0.59,0.0,0.25,0.41,0.51,0.25,0.81,0.19,0.51,0.41,0.04,0.33,0.48,0.43,0.11,0.83,0.44,0.45,0.24,0.61,0.56,0.55
0.77,0.23,0.81,0.84,0.25,0.0,0.59,0.61,0.02,1.02,0.44,0.75,0.66,0.27,0.23,0.4,0.68,0.18,1.0,0.59,0.35,0.31,0.6,0.57,0.79
0.36,0.39,0.48,0.46,0.41,0.59,0.0,0.2,0.58,0.43,0.29,0.35,0.45,0.38,0.74,0.53,0.36,0.42,0.42,0.08,0.52,0.3,0.46,0.41,0.56
0.56,0.46,0.68,0.66,0.51,0.61,0.2,0.0,0.6,0.53,0.45,0.55,0.64,0.47,0.81,0.41,0.56,0.46,0.43,0.12,0.42,0.3,0.27,0.23,0.76
0.76,0.23,0.81,0.84,0.25,0.02,0.58,0.6,0.0,1.01,0.43,0.75,0.66,0.27,0.25,0.38,0.67,0.18,0.99,0.58,0.34,0.3,0.59,0.55,0.79
0.42,0.8,0.52,0.46,0.81,1.02,0.43,0.53,1.01,0.0,0.64,0.42,0.62,0.78,1.15,0.94,0.52,0.84,0.22,0.47,0.94,0.74,0.79,0.76,0.65
0.33,0.21,0.39,0.41,0.19,0.44,0.29,0.45,0.43,0.64,0.0,0.32,0.26,0.17,0.51,0.58,0.24,0.27,0.69,0.35,0.56,0.29,0.63,0.58,0.39
0.02,0.52,0.14,0.11,0.51,0.75,0.35,0.55,0.75,0.42,0.32,0.0,0.2,0.48,0.81,0.84,0.1,0.58,0.56,0.43,0.82,0.56,0.8,0.76,0.24
0.2,0.45,0.17,0.22,0.41,0.66,0.45,0.64,0.66,0.62,0.26,0.2,0.0,0.4,0.66,0.84,0.11,0.51,0.75,0.52,0.81,0.55,0.86,0.81,0.14
0.5,0.05,0.55,0.57,0.04,0.27,0.38,0.47,0.27,0.78,0.17,0.48,0.4,0.0,0.37,0.47,0.41,0.11,0.8,0.41,0.44,0.21,0.58,0.54,0.53
0.82,0.36,0.83,0.87,0.33,0.23,0.74,0.81,0.25,1.15,0.51,0.81,0.66,0.37,0.0,0.62,0.72,0.35,1.16,0.76,0.58,0.51,0.83,0.8,0.77
0.85,0.43,0.95,0.95,0.48,0.4,0.53,0.41,0.38,0.94,0.58,0.84,0.84,0.47,0.62,0.0,0.8,0.38,0.84,0.48,0.04,0.29,0.25,0.24,0.97
0.11,0.45,0.15,0.16,0.43,0.68,0.36,0.56,0.67,0.52,0.24,0.1,0.11,0.41,0.72,0.8,0.0,0.51,0.64,0.44,0.78,0.51,0.8,0.75,0.2
0.6,0.06,0.66,0.67,0.11,0.18,0.42,0.46,0.18,0.84,0.27,0.58,0.51,0.11,0.35,0.38,0.51,0.0,0.83,0.42,0.34,0.16,0.52,0.48,0.65
0.56,0.8,0.68,0.63,0.83,1.0,0.42,0.43,0.99,0.22,0.69,0.56,0.75,0.8,1.16,0.84,0.64,0.83,0.0,0.41,0.85,0.69,0.65,0.62,0.8
0.44,0.4,0.56,0.54,0.44,0.59,0.08,0.12,0.58,0.47,0.35,0.43,0.52,0.41,0.76,0.48,0.44,0.42,0.41,0.0,0.47,0.28,0.38,0.34,0.64
0.83,0.39,0.93,0.93,0.45,0.35,0.52,0.42,0.34,0.94,0.56,0.82,0.81,0.44,0.58,0.04,0.78,0.34,0.85,0.47,0.0,0.27,0.28,0.27,0.95
0.57,0.18,0.66,0.66,0.24,0.31,0.3,0.3,0.3,0.74,0.29,0.56,0.55,0.21,0.51,0.29,0.51,0.16,0.69,0.28,0.27,0.0,0.37,0.33,0.68
0.82,0.55,0.93,0.92,0.61,0.6,0.46,0.27,0.59,0.79,0.63,0.8,0.86,0.58,0.83,0.25,0.8,0.52,0.65,0.38,0.28,0.37,0.0,0.05,0.99
0.77,0.51,0.88,0.87,0.56,0.57,0.41,0.23,0.55,0.76,0.58,0.76,0.81,0.54,0.8,0.24,0.75,0.48,0.62,0.34,0.27,0.33,0.05,0.0,0.94
0.24,0.58,0.13,0.19,0.55,0.79,0.56,0.76,0.79,0.65,0.39,0.24,0.14,0.53,0.77,0.97,0.2,0.65,0.8,0.64,0.95,0.68,0.99,0.94,0.0
