1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.46,0.71,0.27,0.58,0.28,0.21,0.35,0.4,0.54,0.34,0.43,0.63,0.11,0.63,0.43,0.78,0.15,0.46,0.35,0.32,0.34,0.75,0.61,0.4
0.46,0.0,0.47,0.31,0.45,0.63,0.33,0.4,0.66,0.49,0.2,0.45,0.5,0.46,0.53,0.62,0.4,0.51,0.17,0.12,0.53,0.23,0.43,0.2,0.25
0.71,0.47,0.0,0.45,0.17,0.97,0.5,0.4,0.6,0.96,0.64,0.9,0.16,0.78,0.2,1.04,0.78,0.65,0.32,0.53,0.93,0.68,0.11,0.32,0.71
0.27,0.31,0.45,0.0,0.32,0.53,0.05,0.12,0.34,0.64,0.33,0.55,0.37,0.34,0.38,0.63,0.7,0.23,0.23,0.25,0.52,0.36,0.49,0.4,0.41
0.58,0.45,0.17,0.32,0.0,0.85,0.37,0.24,0.44,0.91,0.58,0.84,0.05,0.66,0.08,0.94,0.82,0.5,0.29,0.47,0.83,0.62,0.26,0.37,0.66
0.28,0.63,0.97,0.53,0.85,0.0,0.48,0.62,0.65,0.45,0.45,0.36,0.9,0.2,0.9,0.23,0.84,0.41,0.69,0.52,0.17,0.43,0.99,0.82,0.46
0.21,0.33,0.5,0.05,0.37,0.48,0.0,0.15,0.34,0.61,0.32,0.52,0.42,0.29,0.42,0.59,0.71,0.19,0.27,0.25,0.47,0.34,0.54,0.44,0.4
0.35,0.4,0.4,0.12,0.24,0.62,0.15,0.0,0.26,0.76,0.45,0.67,0.29,0.43,0.28,0.74,0.8,0.26,0.28,0.36,0.63,0.48,0.46,0.44,0.53
0.4,0.66,0.6,0.34,0.44,0.65,0.34,0.26,0.0,0.92,0.65,0.82,0.46,0.51,0.42,0.83,1.05,0.25,0.54,0.59,0.72,0.67,0.69,0.7,0.73
0.54,0.49,0.96,0.64,0.91,0.45,0.61,0.76,0.92,0.0,0.33,0.11,0.96,0.44,0.98,0.26,0.47,0.68,0.64,0.43,0.28,0.29,0.92,0.68,0.25
0.34,0.2,0.64,0.33,0.58,0.45,0.32,0.45,0.65,0.33,0.0,0.26,0.63,0.3,0.65,0.42,0.44,0.44,0.32,0.11,0.34,0.04,0.62,0.39,0.09
0.43,0.45,0.9,0.55,0.84,0.36,0.52,0.67,0.82,0.11,0.26,0.0,0.89,0.33,0.9,0.2,0.51,0.57,0.58,0.37,0.19,0.22,0.88,0.65,0.2
0.63,0.5,0.16,0.37,0.05,0.9,0.42,0.29,0.46,0.96,0.63,0.89,0.0,0.71,0.04,1.0,0.86,0.54,0.33,0.53,0.89,0.67,0.26,0.41,0.72
0.11,0.46,0.78,0.34,0.66,0.2,0.29,0.43,0.51,0.44,0.3,0.33,0.71,0.0,0.71,0.32,0.73,0.26,0.49,0.34,0.21,0.29,0.8,0.63,0.34
0.63,0.53,0.2,0.38,0.08,0.9,0.42,0.28,0.42,0.98,0.65,0.9,0.04,0.71,0.0,1.01,0.9,0.53,0.36,0.55,0.89,0.69,0.31,0.45,0.74
0.43,0.62,1.04,0.63,0.94,0.23,0.59,0.74,0.83,0.26,0.42,0.2,1.0,0.32,1.01,0.0,0.71,0.58,0.72,0.52,0.12,0.38,1.03,0.81,0.38
0.78,0.4,0.78,0.7,0.82,0.84,0.71,0.8,1.05,0.47,0.44,0.51,0.86,0.73,0.9,0.71,0.0,0.87,0.55,0.46,0.69,0.44,0.7,0.46,0.39
0.15,0.51,0.65,0.23,0.5,0.41,0.19,0.26,0.25,0.68,0.44,0.57,0.54,0.26,0.53,0.58,0.87,0.0,0.46,0.42,0.47,0.46,0.71,0.62,0.52
0.46,0.17,0.32,0.23,0.29,0.69,0.27,0.28,0.54,0.64,0.32,0.58,0.33,0.49,0.36,0.72,0.55,0.46,0.0,0.21,0.62,0.36,0.31,0.17,0.39
0.35,0.12,0.53,0.25,0.47,0.52,0.25,0.36,0.59,0.43,0.11,0.37,0.53,0.34,0.55,0.52,0.46,0.42,0.21,0.0,0.42,0.15,0.51,0.3,0.19
0.32,0.53,0.93,0.52,0.83,0.17,0.47,0.63,0.72,0.28,0.34,0.19,0.89,0.21,0.89,0.12,0.69,0.47,0.62,0.42,0.0,0.3,0.93,0.73,0.32
0.34,0.23,0.68,0.36,0.62,0.43,0.34,0.48,0.67,0.29,0.04,0.22,0.67,0.29,0.69,0.38,0.44,0.46,0.36,0.15,0.3,0.0,0.66,0.43,0.06
0.75,0.43,0.11,0.49,0.26,0.99,0.54,0.46,0.69,0.92,0.62,0.88,0.26,0.8,0.31,1.03,0.7,0.71,0.31,0.51,0.93,0.66,0.0,0.26,0.68
0.61,0.2,0.32,0.4,0.37,0.82,0.44,0.44,0.7,0.68,0.39,0.65,0.41,0.63,0.45,0.81,0.46,0.62,0.17,0.3,0.73,0.43,0.26,0.0,0.44
0.4,0.25,0.71,0.41,0.66,0.46,0.4,0.53,0.73,0.25,0.09,0.2,0.72,0.34,0.74,0.38,0.39,0.52,0.39,0.19,0.32,0.06,0.68,0.44,0.0
