1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.39,0.26,1.02,0.82,0.94,0.5,0.4,0.63,0.62,0.57,0.56,0.45,0.6,0.75,0.66,0.72,0.3,0.59,0.13,0.69,0.72,0.65,0.35,0.69
0.39,0.0,0.44,0.74,0.55,0.69,0.17,0.09,0.26,0.23,0.56,0.37,0.51,0.58,0.45,0.58,0.61,0.16,0.29,0.38,0.33,0.38,0.38,0.35,0.3
0.26,0.44,0.0,0.86,0.67,0.76,0.6,0.39,0.6,0.65,0.32,0.41,0.2,0.35,0.87,0.43,0.5,0.28,0.49,0.38,0.63,0.65,0.52,0.16,0.68
1.02,0.74,0.86,0.0,0.2,0.11,0.83,0.67,0.52,0.68,0.62,0.46,0.71,0.6,0.98,0.5,0.43,0.72,0.45,1.07,0.45,0.39,0.38,0.7,0.56
0.82,0.55,0.67,0.2,0.0,0.15,0.65,0.48,0.35,0.53,0.46,0.26,0.54,0.45,0.84,0.36,0.3,0.52,0.26,0.87,0.29,0.24,0.18,0.5,0.42
0.94,0.69,0.76,0.11,0.15,0.0,0.8,0.62,0.5,0.67,0.51,0.37,0.61,0.49,0.98,0.38,0.31,0.65,0.4,1.0,0.44,0.38,0.32,0.6,0.56
0.5,0.17,0.6,0.83,0.65,0.8,0.0,0.25,0.31,0.17,0.73,0.52,0.68,0.75,0.28,0.74,0.76,0.34,0.41,0.45,0.38,0.44,0.49,0.52,0.3
0.4,0.09,0.39,0.67,0.48,0.62,0.25,0.0,0.23,0.26,0.48,0.28,0.43,0.5,0.52,0.5,0.52,0.11,0.22,0.42,0.29,0.33,0.3,0.28,0.3
0.63,0.26,0.6,0.52,0.35,0.5,0.31,0.23,0.0,0.18,0.57,0.3,0.58,0.58,0.49,0.54,0.53,0.34,0.16,0.64,0.07,0.13,0.22,0.45,0.1
0.62,0.23,0.65,0.68,0.53,0.67,0.17,0.26,0.18,0.0,0.71,0.46,0.68,0.72,0.31,0.69,0.69,0.38,0.32,0.59,0.23,0.29,0.39,0.54,0.13
0.57,0.56,0.32,0.62,0.46,0.51,0.73,0.48,0.57,0.71,0.0,0.27,0.13,0.03,0.99,0.13,0.2,0.41,0.42,0.68,0.57,0.56,0.39,0.24,0.67
0.56,0.37,0.41,0.46,0.26,0.37,0.52,0.28,0.3,0.46,0.27,0.0,0.31,0.28,0.76,0.24,0.24,0.29,0.15,0.63,0.3,0.29,0.13,0.24,0.4
0.45,0.51,0.2,0.71,0.54,0.61,0.68,0.43,0.58,0.68,0.13,0.31,0.0,0.16,0.95,0.25,0.32,0.35,0.44,0.57,0.59,0.59,0.44,0.16,0.67
0.6,0.58,0.35,0.6,0.45,0.49,0.75,0.5,0.58,0.72,0.03,0.28,0.16,0.0,1.01,0.11,0.18,0.44,0.43,0.71,0.58,0.56,0.4,0.27,0.68
0.75,0.45,0.87,0.98,0.84,0.98,0.28,0.52,0.49,0.31,0.99,0.76,0.95,1.01,0.0,1.0,1.0,0.61,0.63,0.67,0.54,0.6,0.71,0.79,0.42
0.66,0.58,0.43,0.5,0.36,0.38,0.74,0.5,0.54,0.69,0.13,0.24,0.25,0.11,1.0,0.0,0.07,0.46,0.38,0.76,0.52,0.5,0.33,0.32,0.63
0.72,0.61,0.5,0.43,0.3,0.31,0.76,0.52,0.53,0.69,0.2,0.24,0.32,0.18,1.0,0.07,0.0,0.5,0.37,0.82,0.5,0.47,0.31,0.37,0.62
0.3,0.16,0.28,0.72,0.52,0.65,0.34,0.11,0.34,0.38,0.41,0.29,0.35,0.44,0.61,0.46,0.5,0.0,0.28,0.35,0.39,0.42,0.35,0.19,0.41
0.59,0.29,0.49,0.45,0.26,0.4,0.41,0.22,0.16,0.32,0.42,0.15,0.44,0.43,0.63,0.38,0.37,0.28,0.0,0.63,0.16,0.16,0.08,0.33,0.26
0.13,0.38,0.38,1.07,0.87,1.0,0.45,0.42,0.64,0.59,0.68,0.63,0.57,0.71,0.67,0.76,0.82,0.35,0.63,0.0,0.7,0.75,0.7,0.45,0.68
0.69,0.33,0.63,0.45,0.29,0.44,0.38,0.29,0.07,0.23,0.57,0.3,0.59,0.58,0.54,0.52,0.5,0.39,0.16,0.7,0.0,0.06,0.19,0.48,0.12
0.72,0.38,0.65,0.39,0.24,0.38,0.44,0.33,0.13,0.29,0.56,0.29,0.59,0.56,0.6,0.5,0.47,0.42,0.16,0.75,0.06,0.0,0.16,0.49,0.18
0.65,0.38,0.52,0.38,0.18,0.32,0.49,0.3,0.22,0.39,0.39,0.13,0.44,0.4,0.71,0.33,0.31,0.35,0.08,0.7,0.19,0.16,0.0,0.36,0.31
0.35,0.35,0.16,0.7,0.5,0.6,0.52,0.28,0.45,0.54,0.24,0.24,0.16,0.27,0.79,0.32,0.37,0.19,0.33,0.45,0.48,0.49,0.36,0.0,0.54
0.69,0.3,0.68,0.56,0.42,0.56,0.3,0.3,0.1,0.13,0.67,0.4,0.67,0.68,0.42,0.63,0.62,0.41,0.26,0.68,0.12,0.18,0.31,0.54,0.0
