1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.31,0.25,0.54,0.29,0.44,0.39,0.21,0.3,0.88,0.43,0.36,0.57,0.73,0.3,0.14,0.8,0.08,0.81,0.54,0.67,0.5,0.81,0.19,0.5
0.31,0.0,0.07,0.29,0.24,0.19,0.08,0.12,0.25,0.61,0.28,0.4,0.3,0.5,0.19,0.45,0.55,0.24,0.52,0.24,0.4,0.29,0.65,0.13,0.19
0.25,0.07,0.0,0.35,0.19,0.21,0.14,0.05,0.2,0.65,0.26,0.34,0.37,0.56,0.15,0.38,0.58,0.18,0.57,0.31,0.47,0.3,0.65,0.06,0.26
0.54,0.29,0.35,0.0,0.53,0.4,0.28,0.41,0.54,0.68,0.53,0.69,0.06,0.21,0.48,0.66,0.64,0.46,0.54,0.13,0.13,0.51,0.84,0.41,0.2
0.29,0.24,0.19,0.53,0.0,0.21,0.26,0.16,0.01,0.62,0.14,0.15,0.54,0.74,0.06,0.4,0.53,0.26,0.58,0.46,0.64,0.22,0.51,0.17,0.39
0.44,0.19,0.21,0.4,0.21,0.0,0.13,0.23,0.22,0.44,0.14,0.34,0.38,0.6,0.16,0.57,0.37,0.37,0.38,0.29,0.48,0.12,0.46,0.25,0.21
0.39,0.08,0.14,0.28,0.26,0.13,0.0,0.18,0.27,0.54,0.25,0.42,0.28,0.49,0.21,0.52,0.47,0.31,0.44,0.2,0.37,0.25,0.6,0.2,0.13
0.21,0.12,0.05,0.41,0.16,0.23,0.18,0.0,0.17,0.67,0.25,0.3,0.42,0.61,0.13,0.35,0.6,0.15,0.6,0.36,0.52,0.3,0.64,0.02,0.31
0.3,0.25,0.2,0.54,0.01,0.22,0.27,0.17,0.0,0.62,0.15,0.14,0.55,0.75,0.07,0.4,0.54,0.27,0.59,0.47,0.65,0.23,0.51,0.18,0.4
0.88,0.61,0.65,0.68,0.62,0.44,0.54,0.67,0.62,0.0,0.47,0.68,0.63,0.81,0.59,1.01,0.09,0.82,0.16,0.55,0.67,0.4,0.35,0.69,0.5
0.43,0.28,0.26,0.53,0.14,0.14,0.25,0.25,0.15,0.47,0.0,0.23,0.52,0.73,0.13,0.55,0.39,0.39,0.46,0.43,0.61,0.08,0.39,0.27,0.35
0.36,0.4,0.34,0.69,0.15,0.34,0.42,0.3,0.14,0.68,0.23,0.0,0.69,0.89,0.21,0.43,0.59,0.36,0.68,0.61,0.79,0.3,0.49,0.3,0.54
0.57,0.3,0.37,0.06,0.54,0.38,0.28,0.42,0.55,0.63,0.52,0.69,0.0,0.21,0.48,0.7,0.6,0.5,0.49,0.09,0.1,0.49,0.81,0.43,0.17
0.73,0.5,0.56,0.21,0.74,0.6,0.49,0.61,0.75,0.81,0.73,0.89,0.21,0.0,0.68,0.84,0.79,0.65,0.65,0.31,0.14,0.71,1.01,0.62,0.39
0.3,0.19,0.15,0.48,0.06,0.16,0.21,0.13,0.07,0.59,0.13,0.21,0.48,0.68,0.0,0.42,0.51,0.25,0.54,0.4,0.58,0.2,0.52,0.14,0.33
0.14,0.45,0.38,0.66,0.4,0.57,0.52,0.35,0.4,1.01,0.55,0.43,0.7,0.84,0.42,0.0,0.93,0.21,0.95,0.67,0.79,0.62,0.91,0.33,0.64
0.8,0.55,0.58,0.64,0.53,0.37,0.47,0.6,0.54,0.09,0.39,0.59,0.6,0.79,0.51,0.93,0.0,0.74,0.17,0.51,0.65,0.31,0.29,0.62,0.46
0.08,0.24,0.18,0.46,0.26,0.37,0.31,0.15,0.27,0.82,0.39,0.36,0.5,0.65,0.25,0.21,0.74,0.0,0.75,0.46,0.59,0.45,0.77,0.13,0.42
0.81,0.52,0.57,0.54,0.58,0.38,0.44,0.6,0.59,0.16,0.46,0.68,0.49,0.65,0.54,0.95,0.17,0.75,0.0,0.42,0.51,0.38,0.46,0.62,0.38
0.54,0.24,0.31,0.13,0.46,0.29,0.2,0.36,0.47,0.55,0.43,0.61,0.09,0.31,0.4,0.67,0.51,0.46,0.42,0.0,0.18,0.4,0.71,0.37,0.08
0.67,0.4,0.47,0.13,0.64,0.48,0.37,0.52,0.65,0.67,0.61,0.79,0.1,0.14,0.58,0.79,0.65,0.59,0.51,0.18,0.0,0.58,0.88,0.53,0.26
0.5,0.29,0.3,0.51,0.22,0.12,0.25,0.3,0.23,0.4,0.08,0.3,0.49,0.71,0.2,0.62,0.31,0.45,0.38,0.4,0.58,0.0,0.35,0.32,0.32
0.81,0.65,0.65,0.84,0.51,0.46,0.6,0.64,0.51,0.35,0.39,0.49,0.81,1.01,0.52,0.91,0.29,0.77,0.46,0.71,0.88,0.35,0.0,0.66,0.64
0.19,0.13,0.06,0.41,0.17,0.25,0.2,0.02,0.18,0.69,0.27,0.3,0.43,0.62,0.14,0.33,0.62,0.13,0.62,0.37,0.53,0.32,0.66,0.0,0.32
0.5,0.19,0.26,0.2,0.39,0.21,0.13,0.31,0.4,0.5,0.35,0.54,0.17,0.39,0.33,0.64,0.46,0.42,0.38,0.08,0.26,0.32,0.64,0.32,0.0
