1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.0,0.19,0.83,0.96,0.76,0.64,1.03,0.96,0.76,0.21,0.67,0.25,0.16,0.75,0.24,0.6,0.3,0.54,0.28,0.42,0.81,0.41,0.47,0.69,0.21
0.19,0.0,0.74,0.95,0.62,0.71,0.96,0.87,0.75,0.39,0.51,0.38,0.34,0.81,0.37,0.66,0.26,0.59,0.19,0.27,0.84,0.54,0.45,0.68,0.09
0.83,0.74,0.0,0.43,0.28,0.61,0.25,0.13,0.33,1.01,0.4,0.75,0.86,0.61,0.75,0.6,0.53,0.54,0.56,0.49,0.55,0.77,0.42,0.37,0.65
0.96,0.95,0.43,0.0,0.7,0.42,0.3,0.43,0.21,1.09,0.81,0.78,0.91,0.34,0.78,0.44,0.69,0.45,0.76,0.78,0.25,0.7,0.5,0.28,0.86
0.76,0.62,0.28,0.7,0.0,0.77,0.52,0.37,0.56,0.97,0.15,0.78,0.85,0.81,0.77,0.75,0.5,0.67,0.49,0.35,0.77,0.84,0.49,0.56,0.55
0.64,0.71,0.61,0.42,0.77,0.0,0.64,0.69,0.3,0.72,0.81,0.41,0.55,0.11,0.42,0.04,0.47,0.13,0.54,0.65,0.19,0.29,0.31,0.24,0.63
1.03,0.96,0.25,0.3,0.52,0.64,0.0,0.17,0.34,1.2,0.66,0.9,1.03,0.6,0.9,0.65,0.73,0.62,0.77,0.73,0.51,0.87,0.57,0.41,0.87
0.96,0.87,0.13,0.43,0.37,0.69,0.17,0.0,0.39,1.14,0.51,0.88,0.99,0.67,0.87,0.68,0.66,0.63,0.69,0.62,0.6,0.88,0.54,0.44,0.78
0.76,0.75,0.33,0.21,0.56,0.3,0.34,0.39,0.0,0.9,0.64,0.59,0.73,0.28,0.59,0.31,0.49,0.29,0.55,0.58,0.22,0.54,0.3,0.08,0.65
0.21,0.39,1.01,1.09,0.97,0.72,1.2,1.14,0.9,0.0,0.88,0.32,0.18,0.84,0.32,0.69,0.49,0.65,0.48,0.63,0.9,0.45,0.63,0.82,0.42
0.67,0.51,0.4,0.81,0.15,0.81,0.66,0.51,0.64,0.88,0.0,0.73,0.78,0.86,0.72,0.78,0.45,0.69,0.42,0.26,0.84,0.83,0.5,0.63,0.46
0.25,0.38,0.75,0.78,0.78,0.41,0.9,0.88,0.59,0.32,0.73,0.0,0.14,0.52,0.01,0.37,0.28,0.33,0.32,0.49,0.59,0.16,0.34,0.51,0.34
0.16,0.34,0.86,0.91,0.85,0.55,1.03,0.99,0.73,0.18,0.78,0.14,0.0,0.66,0.14,0.51,0.35,0.47,0.36,0.53,0.73,0.28,0.46,0.65,0.34
0.75,0.81,0.61,0.34,0.81,0.11,0.6,0.67,0.28,0.84,0.86,0.52,0.66,0.0,0.53,0.15,0.56,0.22,0.64,0.73,0.09,0.4,0.39,0.25,0.73
0.24,0.37,0.75,0.78,0.77,0.42,0.9,0.87,0.59,0.32,0.72,0.01,0.14,0.53,0.0,0.38,0.27,0.33,0.31,0.48,0.59,0.17,0.33,0.51,0.33
0.6,0.66,0.6,0.44,0.75,0.04,0.65,0.68,0.31,0.69,0.78,0.37,0.51,0.15,0.38,0.0,0.43,0.09,0.51,0.62,0.22,0.26,0.28,0.24,0.59
0.3,0.26,0.53,0.69,0.5,0.47,0.73,0.66,0.49,0.49,0.45,0.28,0.35,0.56,0.27,0.43,0.0,0.34,0.08,0.22,0.59,0.39,0.19,0.42,0.17
0.54,0.59,0.54,0.45,0.67,0.13,0.62,0.63,0.29,0.65,0.69,0.33,0.47,0.22,0.33,0.09,0.34,0.0,0.42,0.53,0.27,0.26,0.19,0.21,0.5
0.28,0.19,0.56,0.76,0.49,0.54,0.77,0.69,0.55,0.48,0.42,0.32,0.36,0.64,0.31,0.51,0.08,0.42,0.0,0.17,0.66,0.44,0.26,0.49,0.1
0.42,0.27,0.49,0.78,0.35,0.65,0.73,0.62,0.58,0.63,0.26,0.49,0.53,0.73,0.48,0.62,0.22,0.53,0.17,0.0,0.74,0.6,0.34,0.54,0.21
0.81,0.84,0.55,0.25,0.77,0.19,0.51,0.6,0.22,0.9,0.84,0.59,0.73,0.09,0.59,0.22,0.59,0.27,0.66,0.74,0.0,0.48,0.4,0.21,0.75
0.41,0.54,0.77,0.7,0.84,0.29,0.87,0.88,0.54,0.45,0.83,0.16,0.28,0.4,0.17,0.26,0.39,0.26,0.44,0.6,0.48,0.0,0.36,0.46,0.49
0.47,0.45,0.42,0.5,0.49,0.31,0.57,0.54,0.3,0.63,0.5,0.34,0.46,0.39,0.33,0.28,0.19,0.19,0.26,0.34,0.4,0.36,0.0,0.23,0.36
0.69,0.68,0.37,0.28,0.56,0.24,0.41,0.44,0.08,0.82,0.63,0.51,0.65,0.25,0.51,0.24,0.42,0.21,0.49,0.54,0.21,0.46,0.23,0.0,0.59
0.21,0.09,0.65,0.86,0.55,0.63,0.87,0.78,0.65,0.42,0.46,0.34,0.34,0.73,0.33,0.59,0.17,0.5,0.1,0.21,0.75,0.49,0.36,0.59,0.0
